iso3,year,region,income_group,homrates_unodc,homrates_who,deport_convict,deport_convict_d,deport_convict_lead,deport_nonconvict,deport_nonconvict_d,corruption,crime_US_weight,GDP_growth,GDPpercapita_const2010USD_log,gini_mkt,instr_benef_medicaidpregn_lag1,instr_enforce_everify_lag1,,polity2,pop_sh14,population_log,,remittances_GDP,urban_interp,war_intrastate,yr_sch
JAM,2010,Latin America & Caribbean,Upper middle income,57.225,28.66891238,42.96508701,-2.015687959,-1.016135562,12.99064689,-3.692281865,2,438.1419185,-1.468990555,8.451636216,NA,0.58866245,0.066135707,,9,26.951168,14.85125759,,15.3615847,52,0,9.87
JAM,2012,Latin America & Caribbean,Upper middle income,40.47,NA,41.88639697,-1.016135562,-11.54888048,7.374394767,-5.197152585,2,416.8074842,-0.621954187,8.454133697,NA,0.602326853,0.066369954,,9,25.55427822,14.85966384,,14.64940846,52,0,9.901963605
JAM,2014,Latin America & Caribbean,Upper middle income,39.69,NA,31.87498317,-11.54888048,NA,5.509778547,1.283858152,2,417.1839541,0.694621084,8.458681861,NA,0.602483017,0.424416335,,9,24.03239315,14.86706164,,16.32486807,52.1,0,9.916672126
JOR,2006,Middle East & North Africa,Upper middle income,1.535,NA,1.340698431,-0.07294948,-0.57046008,2.211492356,-0.464723688,3,502.424416,8.093331161,8.176757864,41.1,0.622456669,0,,-2,37.54935769,15.59624818,,18.55580895,78.3,0,9.194826099
JOR,2008,Middle East & North Africa,Upper middle income,1.97,NA,0.871466584,-0.57046008,0.114137201,2.080494331,-0.15049453,3,478.8759985,7.23240848,8.23567546,39.9,0.613413715,0.031650339,,-3,37.23599815,15.68574566,,15.97560372,78.5,0,9.415159148
JOR,2010,Middle East & North Africa,Upper middle income,1.705,1.928635315,0.887557122,0.114137201,-0.344600868,1.634822677,-0.687501776,3,420.3952901,2.311392474,8.210447973,40.1,0.723813112,0.084400904,,-3,37.00358794,15.78714275,,13.71014466,78.5,0,9.59
JOR,2012,Middle East & North Africa,Upper middle income,2.195,1.689377319,0.574701792,-0.344600868,-0.099677548,0.758879433,-0.374238727,2.5,400.1879427,2.650383647,8.155268408,40.2,0.773926149,0.087415222,,-3,36.75393393,15.89402329,,12.43907078,78.4,0,9.711668655
JPN,1996,East Asia & Pacific,High income: OECD,NA,0.56054256,0.008758115,0.001544781,0.001537782,0.02029736,-0.01216077,5,NA,3.099929947,10.63380677,42.8,NA,NA,,10,15.89628568,18.64986203,,0.01034744,64.7,0,10.6262395
JPN,1998,East Asia & Pacific,High income: OECD,NA,0.605599839,0.010695449,0.001537782,0.020461861,0.047157816,0.006994854,2,NA,-1.128756383,10.6280626,43.5,NA,NA,,10,15.3048223,18.65496204,,0.013732356,64.9,0,10.80086248
JPN,2000,East Asia & Pacific,High income: OECD,NA,0.615848956,0.02642908,0.020461861,-0.007207105,0.048524071,0.018810506,3,523.8758931,2.779542546,10.64945718,44.3,NA,NA,,10,14.78310706,18.65846066,,0.015824115,65.2,0,10.94
JPN,2002,East Asia & Pacific,High income: OECD,NA,0.575819533,0.033791191,-0.007207105,0.00620347,0.049091909,0.003684926,3.5,509.6839878,0.118100784,10.64995696,44.7,0.60806244,0,,10,14.36579519,18.66319546,,0.027383601,65.5,0,11.08335847
JPN,2004,East Asia & Pacific,High income: OECD,0.55,0.532728178,0.026616143,0.00620347,-0.021921615,0.050103153,-0.011091871,3.5,471.5503138,2.204730325,10.68445512,44.8,0.577446089,0,,10,13.97733511,18.66567189,,0.016065437,65.8,0,11.22952178
JPN,2006,East Asia & Pacific,High income: OECD,0.5,0.462394748,0.008606538,-0.021921615,0.005453295,0.030120901,-0.009417019,3.5,484.1675853,1.419984392,10.71431824,45,0.577446089,0,,10,13.68689575,18.66639955,,0.025979922,66.1,0,11.36705016
JPN,2008,East Asia & Pacific,High income: OECD,0.48,0.41590874,0.0109342,0.005453295,-0.000781549,0.038267524,0.021809351,3,461.6422031,-1.093479004,10.71809737,45.3,0.624436756,0.043289347,,10,13.515052,18.66803289,,0.034386868,66.4,0,11.49041524
JPN,2010,East Asia & Pacific,High income: OECD,0.385,0.357650519,0.010932363,-0.000781549,0.000826689,0.040998466,-0.032016773,4.5,408.8261104,4.192289082,10.70341696,45.5,0.71266495,0.110476344,,10,13.35466423,18.66808755,,0.029551578,66.8,0,11.6
JPN,2012,East Asia & Pacific,High income: OECD,0.345,0.313148318,0.012135823,0.000826689,-0.005462916,0.017614843,-0.006187228,4.5,390.6438124,1.495028543,10.72055067,45.6,0.760218861,0.113976505,,10,13.23225919,18.66463818,,0.040939713,67.3,0,11.69644444
JPN,2014,East Asia & Pacific,High income: OECD,0.3,0.275992267,0.010205688,-0.005462916,NA,0.020412939,0.000833502,4.5,376.4676014,0.335664786,10.74647879,45.2,0.761466044,0.265086901,,10,13.06492482,18.66186851,,0.077007998,68,0,11.78038857
KAZ,1998,Europe & Central Asia,Upper middle income,NA,18.22595282,0,NA,0,0.016303955,NA,NA,NA,-1.899999999,8.27729958,37.6,NA,NA,,-4,28.41418696,16.52830283,,0.028913165,56.1,0,10.06570314
KAZ,2000,Europe & Central Asia,Upper middle income,NA,16.51362909,0,0,0.020189855,NA,0.053750343,3,497.5766138,9.800000002,8.409962444,37.6,NA,NA,,-4,27.57268985,16.51577224,,0.368863299,56.3,0,10.54
KAZ,2002,Europe & Central Asia,Upper middle income,NA,14.36203672,0.015142599,0.020189855,-0.020189855,0.037014733,0.020279124,1.5,477.6030688,9.800000002,8.631744878,37.2,0.688888889,0,,-6,26.11097375,16.5141128,,0.451556782,56.5,0,11.02773114
KAZ,2004,Europe & Central Asia,Upper middle income,13.41,15.4513518,0.010061025,-0.020189855,0.019597488,0.090154404,0.039205842,1.5,444.0764021,9.6,8.802025025,36.2,0.706878307,0,,-6,24.92722565,16.52442605,,0.132966722,56.9,0,11.44795867
KAZ,2006,Europe & Central Asia,Upper middle income,11.38,13.82324384,0.019701676,0.019597488,0.025062458,0.088709638,-0.034845355,1.5,454.1952381,10.7,8.976792299,35.2,0.706878307,0,,-6,24.26625919,16.54389161,,0.103192421,57.3,0,11.69645238
KAZ,2008,Europe & Central Asia,Upper middle income,10.93,12.03263129,0.038475472,0.025062458,-0.007898802,NA,0.036449908,1.5,430.0366138,3.3,9.070897099,34.2,0.695238095,0.043386243,,-6,23.94032789,16.56751385,,0.094101491,57.9,0,11.68271857
KAZ,2010,Europe & Central Asia,Upper middle income,9.78,9.278958537,0.04634356,-0.007898802,0.040659324,0.184894971,0.099600148,1.5,390.5261376,7.3,9.112799202,33.5,0.764021164,0.105820106,,-6,24.03826312,16.60799878,,0.15235412,58.5,0,11.33
KAZ,2012,Europe & Central Asia,Upper middle income,8.055,8.774208644,0.062869784,0.040659324,-0.048500721,0.143901464,-0.065554493,1.5,374.9244444,4.8,9.202692665,32.9,0.802116402,0.105820106,,-6,24.89354317,16.6363789,,0.085643847,59.1,0,10.56213667
KAZ,2014,Europe & Central Asia,Upper middle income,5.875,6.125491299,0.037940563,-0.048500721,NA,0.069967843,-0.085262072,1.5,357.9483598,4.2,9.272888438,32.5,0.802116402,0.244444444,,-6,26.15401304,16.66559398,,0.103214709,59.6,0,9.302968574
KEN,2006,Sub-Saharan Africa,Lower middle income,3.55,NA,0.098513331,-0.036838222,0.015232182,0.194665935,-0.069151941,0.5,483.3006049,6.472494299,6.802506496,48.3,0.551098376,0,,8,43.6681776,17.42783424,,2.20889712,21,0,6.311629681
KEN,2008,Sub-Saharan Africa,Lower middle income,3.565,NA,0.112647723,0.015232182,0.023035967,0.231574509,0.080587384,0.5,461.6459089,0.232282746,6.816052974,NA,0.500477555,0.063992359,,7,43.54103114,17.48287052,,1.859073641,21.6,0,6.322244521
KEN,2010,Sub-Saharan Africa,Lower middle income,5.6,NA,0.154698557,0.023035967,0.079937238,0.269532583,0.032891992,2,408.6964661,8.402277064,6.874550116,NA,0.686723973,0.169691181,,8,43.24069716,17.53758666,,1.714407786,22.2,0,6.14
KEN,2012,Sub-Saharan Africa,Lower middle income,6.435,NA,0.173585762,0.079937238,-0.08065441,0.156101063,-0.16126513,1.5,386.0096466,4.563200169,6.924442963,NA,0.739891754,0.171601401,,8,42.63913486,17.59163661,,2.402212318,22.7,0,5.713696118
KEN,2014,Sub-Saharan Africa,Lower middle income,6.245,NA,0.138741585,-0.08065441,NA,0.058419897,-0.064701089,1.5,371.5281757,5.351839858,6.980669962,NA,0.740846864,0.347023241,,9,41.76908695,17.64467899,,2.344923377,23.2,0,4.992132875
KGZ,1996,Europe & Central Asia,Lower middle income,NA,11.37678766,0,0,NA,0,0,NA,NA,7.084502419,6.335996102,45.7,NA,NA,,-3,37.15204439,15.34772179,,0.133510575,35.9,0,9.013036977
KGZ,2002,Europe & Central Asia,Lower middle income,NA,6.692971262,0,NA,0,0.030055904,NA,NA,NA,-0.017353166,6.516591864,41.6,NA,NA,,-3,33.48689269,15.42308674,,1.886673641,35.2,0,9.584750849
KGZ,2004,Europe & Central Asia,Lower middle income,8.305,6.256606084,0,0,NA,NA,0.018247351,NA,NA,7.026859719,6.629857752,42.1,NA,NA,,-3,31.74169386,15.44567224,,8.096521862,35.1,0,9.779130663
KGZ,2008,Europe & Central Asia,Lower middle income,8.12,5.696681681,0.049556112,NA,0.017018026,NA,NA,NA,NA,8.401615957,6.780238698,41.6,NA,NA,,3,29.96723482,15.48673947,,23.79927471,34.7,0,10.31869143
KGZ,2010,Europe & Central Asia,Lower middle income,13.705,6.176545317,0.069219335,0.017018026,-0.01397541,NA,0.033590162,NA,NA,-0.471566848,6.779964833,40.7,NA,NA,,4,29.89757,15.51074077,,26.41011628,34.5,0,10.71
KGZ,2012,Europe & Central Asia,Lower middle income,7.11,4.958695178,0.062968771,-0.01397541,NA,NA,NA,NA,NA,-0.088150193,6.808117986,40.5,NA,NA,,7,30.17449788,15.53956204,,30.75444629,34.4,0,11.20886666
KGZ,2014,Europe & Central Asia,Lower middle income,3.645,3.65347625,NA,NA,NA,NA,NA,NA,NA,4.024038629,6.911259536,40.6,NA,NA,,7,30.76792265,15.57947051,,30.03211424,34.6,0,11.83513141
KHM,2004,East Asia & Pacific,Low income,3.925,NA,0.351369895,0.179045042,-0.239873766,0.142180782,0.182680905,NA,477.9850176,10.34052878,6.31009997,42.1,0.749598973,0,,2,37.81597209,16.38532322,,2.761420096,18.5,0,3.962850878
KHM,2006,East Asia & Pacific,Low income,3.345,NA,0.146317407,-0.239873766,0.07685988,0.146031784,-0.095596769,NA,489.6922361,10.77108367,6.505838365,41.5,0.749598973,0,,2,36.24181221,16.41630875,,2.525226245,19.1,0,4.236706516
KHM,2008,East Asia & Pacific,Low income,2.9,NA,0.141397341,0.07685988,0.01622276,0.108709375,0.010935334,NA,465.5379211,6.691577475,6.638163771,41,0.740776388,0.031761309,,2,34.63297347,16.44599618,,1.815297135,19.5,0,4.496659773
KHM,2010,East Asia & Pacific,Low income,2.4,NA,0.186718977,0.01622276,0.373435733,0.126772766,-0.003881002,NA,414.9355149,5.963078575,6.666565983,39.7,0.821944177,0.099133782,,2,33.32659619,16.4763811,,1.356860687,20.1,0,4.72
KIR,1996,East Asia & Pacific,Lower middle income,NA,0.633657343,0,NA,0,0,NA,NA,NA,1.694915254,7.398551392,NA,NA,NA,,NA,41.00016475,11.27602522,,NA,38.5,0,NA
KIR,1998,East Asia & Pacific,Lower middle income,NA,0,0,0,NA,0,0,NA,NA,6.557377049,7.445647714,NA,NA,NA,,NA,40.73942367,11.30897161,,NA,41.4,0,NA
KNA,1996,Latin America & Caribbean,High income: nonOECD,NA,10.45284709,24.32520243,8.787034627,21.97536767,4.66298291,-11.79996696,NA,NA,5.886159705,9.316041677,NA,NA,NA,,NA,NA,10.67759241,,5.952782109,33.5,0,NA
KNA,1998,Latin America & Caribbean,High income: nonOECD,NA,9.110719364,39.64578814,21.97536767,-4.094972819,14.7640151,11.28235214,NA,NA,-0.667313658,9.354504285,NA,NA,NA,,NA,NA,10.69912363,,5.888777501,33.2,0,NA
KNA,2000,Latin America & Caribbean,High income: nonOECD,NA,5.577369266,46.57046385,-4.094972819,5.909496091,NA,NA,NA,603.7191176,10.69432286,9.465859301,41.9,NA,NA,,NA,NA,10.72269453,,5.772461828,32.8,0,NA
KNA,2002,Latin America & Caribbean,High income: nonOECD,NA,11.88324812,47.47229371,5.909496091,-20.18798109,3.216054544,NA,NA,566.3590336,2.582171284,9.517009894,42.1,0.546218487,0,,NA,NA,10.75023526,,5.254708012,32.5,0,NA
KNA,2004,Latin America & Caribbean,High income: nonOECD,21.845,19.95015127,36.24493919,-20.18798109,13.43746887,NA,16.49841143,NA,518.9903361,3.60667684,9.487503127,42.2,0.556722689,0,,NA,NA,10.77835194,,5.660467366,32.3,0,NA
KNA,2006,Latin America & Caribbean,High income: nonOECD,25.2,1.016053648,43.95322962,13.43746887,-28.81189972,6.133882282,-16.83419864,NA,522.8359244,1.812029407,9.564039593,42.3,0.556722689,0,,NA,NA,10.80385213,,5.160896855,32.2,0,NA
KNA,2008,Latin America & Caribbean,High income: nonOECD,38.365,16.93168505,23.01261416,-28.81189972,-2.287696275,NA,5.8245237,NA,495.4834034,6.291915218,9.60074748,42.4,0.523109244,0.06512605,,NA,NA,10.82639634,,5.426570972,32.2,0,NA
KNA,2010,Latin America & Caribbean,High income: nonOECD,46.16,17.55847219,14.6640905,-2.287696275,49.14161449,11.70564813,3.629742421,NA,434.8056723,-2.249103079,9.525461607,NA,0.590336134,0.081932773,,NA,NA,10.84826855,,6.671210898,32.4,0,NA
KNA,2012,Latin America & Caribbean,High income: nonOECD,48.85,37.3459504,41.9498923,49.14161449,-50.3427394,12.45577981,-7.944723885,NA,416.8789916,-0.600550412,9.521110401,NA,0.615546218,0.081932773,,NA,NA,10.87030028,,6.950588972,32.7,0,NA
KOR,1996,East Asia & Pacific,High income: OECD,NA,1.883481617,0.060617082,0.014159523,0.044104219,0.083786639,0.031602042,5,NA,7.594509089,9.460925612,30.4,NA,NA,,6,22.80005615,17.63376518,,0.560743219,78.4,0,10.61121865
KOR,1998,East Asia & Pacific,High income: OECD,NA,2.141175566,0.122511903,0.044104219,0.070470729,0.210080847,0.175494407,4,NA,-5.471219258,9.445598523,31.1,NA,NA,,8,21.61698469,17.65036096,,1.324011891,79,0,10.84915037
KOR,2000,East Asia & Pacific,High income: OECD,NA,1.715271567,0.228727774,0.070470729,0.06880328,0.303102628,0.082973928,3,538.2027687,8.924426034,9.622749416,31.6,NA,NA,,8,20.61757201,17.66583072,,0.80239213,79.6,0,11.06
KOR,2002,East Asia & Pacific,High income: OECD,NA,1.626992987,0.24623664,0.06880328,0.064182635,0.354602057,0.022481506,2,518.6553047,7.432433614,9.725248391,32.1,0.714582286,0,,8,19.78222546,17.67928271,,0.84084259,80.3,0,11.22854664
KOR,2004,East Asia & Pacific,High income: OECD,NA,1.777461034,0.253049858,0.064182635,-0.087026764,0.510416155,0.196178772,2.5,477.1562772,4.89984045,9.792847893,32.6,0.719018378,0,,8,19.23925323,17.68842924,,0.773519377,80.9,0,11.37984403
KOR,2006,East Asia & Pacific,High income: OECD,NA,1.697544719,0.235965212,-0.087026764,-0.000944796,0.645683951,0.115493374,2.5,486.2455235,5.176153818,9.874428902,33.2,0.719018378,0,,8,18.33336554,17.69580122,,0.476972932,81.7,0,11.54876284
KOR,2008,East Asia & Pacific,High income: OECD,NA,1.419189279,0.244561148,-0.000944796,0.0783367,0.610788355,-0.075988361,3,461.8603724,2.829223173,9.942876547,34.3,0.705141933,0.056226918,,8,17.2447197,17.70844672,,0.693700642,82.4,0,11.76438425
KOR,2010,East Asia & Pacific,High income: OECD,NA,1.315104189,0.288214542,0.0783367,0.045751448,0.470519572,-0.214078515,3,410.5370446,6.496793586,10.00274235,34.1,0.79958917,0.103275715,,8,16.10168778,17.7185758,,0.533184424,83,0,12.05
KOR,2012,East Asia & Pacific,High income: OECD,0.85,1.092542622,0.336477353,0.045751448,-0.116207763,0.429695105,-0.080889092,3,392.9299928,2.292397846,10.048616,33.8,0.828806189,0.105898035,,8,15.12725434,17.73152266,,0.537370041,83.5,0,12.42865008
KOR,2014,East Asia & Pacific,High income: OECD,0.715,NA,0.252061388,-0.116207763,NA,0.202703933,-0.147329104,3,373.5887765,3.341447761,10.09920123,33.5,0.829745853,0.214768034,,8,14.23193669,17.74235634,,0.464135374,83.8,0,12.92337448
KWT,1996,Middle East & North Africa,High income: nonOECD,NA,1.446599808,0.256688511,NA,-0.034142561,NA,NA,3,NA,0.605126978,10.62583036,NA,NA,NA,,-7,30.11932048,14.30515749,,NA,98.1,0,6.120764741
KWT,1998,Middle East & North Africa,High income: nonOECD,NA,1.461961022,0.223586948,-0.034142561,-0.125990219,0.281885312,0.088425985,3,NA,3.662055103,10.56809404,37.2,NA,NA,,-7,29.15931741,14.4232921,,NA,98.2,0,6.115075754
KWT,2000,Middle East & North Africa,High income: nonOECD,NA,1.605925266,0.226434984,-0.125990219,0.086938536,NA,NA,2,540.419088,4.694581988,10.48549951,NA,NA,NA,,-7,28.39446815,14.53371175,,NA,98.2,0,6.09
KWT,2002,Middle East & North Africa,High income: nonOECD,NA,1.530843726,0.235133203,0.086938536,-0.052062696,0.305482556,NA,2,527.8212089,3.000000009,10.47792798,NA,0.45281018,0,,-7,27.43334019,14.57810591,,NA,98.2,0,6.065463442
KWT,2004,Middle East & North Africa,High income: nonOECD,NA,6.304430888,0.344141493,-0.052062696,-0.07600125,0.411267572,0.081101987,2,489.3574761,10.7621943,10.71041421,NA,0.504772004,0,,-7,26.29420469,14.60757006,,NA,98.3,0,6.059954188
KWT,2006,Middle East & North Africa,High income: nonOECD,NA,1.588025435,0.162393357,-0.07600125,-0.105163175,NA,NA,2.5,499.4269353,7.52024923,10.8050354,NA,0.504772004,0,,-7,25.1537696,14.68145828,,NA,98.3,0,6.091609866
KWT,2008,Middle East & North Africa,High income: nonOECD,1.86,1.048248963,0,-0.105163175,0.088945725,0.328322085,NA,3,477.5498409,2.479843833,10.77822704,NA,0.501590668,0.024390244,,-7,24.07888883,14.79095283,,NA,98.4,0,6.178774799
KWT,2010,Middle East & North Africa,High income: nonOECD,1.83,0.669492851,0.068122422,0.088945725,-0.088945725,NA,NA,3,419.5743372,-2.367061944,10.55835162,NA,0.654294804,0.097560976,,-7,23.21073166,14.91348364,,0.004165789,98.4,0,6.34
KWT,2012,Middle East & North Africa,High income: nonOECD,1.8,0.441184088,0.062675275,-0.088945725,0,0.120632101,NA,2.5,399.3663839,6.626388081,10.58994463,NA,0.72640509,0.106044539,,-7,22.30756907,15.03797808,,0.001501619,98.3,0,6.593845469
KWT,2014,Middle East & North Africa,High income: nonOECD,NA,0.65989951,0,0,NA,NA,-0.015061836,2.5,385.2539767,0.500109942,10.49845371,NA,0.72640509,0.348886532,,-7,21.27718807,15.14588251,,0.002360866,98.2,0,6.958871206
LBN,2010,Middle East & North Africa,Upper middle income,3.615,NA,1.110044328,0.799606914,-0.793537781,2.536375563,0.423787873,2,433.7655694,7.960433349,9.078387878,39.8,0.773397129,0.069473684,,6,23.72136391,15.28272593,,17.99615361,87.2,0,NA
LBN,2012,Middle East & North Africa,Upper middle income,3.8,NA,0.698124477,-0.793537781,-0.054461232,0.98653005,-1.714480401,1.5,409.8124976,2.2,8.99441889,39,0.797320574,0.071004785,,6,23.70008649,15.40808793,,15.20733931,87.3,0,NA
LBN,2014,Middle East & North Africa,Upper middle income,4.37,NA,0.438280872,-0.054461232,NA,0.385847487,-0.359955333,1.5,392.3974737,1.8,8.890443957,NA,0.797703349,0.315980861,,6,24.04661628,15.53886252,,15.03299477,87.4,0,NA
LBR,2008,Sub-Saharan Africa,Low income,3.83,NA,0.748524769,-0.882267912,0.385539652,0.588461884,-0.303755592,2.5,433.4438095,7.146939285,5.755350005,37.6,0.557349896,0.089855072,,6,43.46830584,15.11379113,,6.837583806,47,0,4.053438076
LBR,2010,Sub-Saharan Africa,Low income,3.525,NA,0.617868392,0.385539652,-0.419395419,0.646373885,0.095096781,2.5,385.5038509,6.099944692,5.791245307,37.3,0.697308489,0.258799172,,6,43.34769036,15.18875134,,2.432339122,47.8,0,4.2
LBR,2012,Sub-Saharan Africa,Low income,3.585,NA,0.463538744,-0.419395419,0.079708049,0.338730121,-0.149266008,2.5,366.5689441,7.99445127,5.889521816,37,0.772670807,0.259213251,,6,43.11201338,15.24619566,,29.71996543,48.8,0,4.358297822
LCA,1996,Latin America & Caribbean,Upper middle income,NA,9.467285945,8.447183118,NA,0.433106335,2.380239928,NA,NA,NA,2.897634761,8.775352525,46.9,NA,NA,,NA,34.63195619,11.91172843,,3.801044303,29.2,0,NA
LCA,1998,Latin America & Caribbean,Upper middle income,NA,8.871883192,10.86203764,0.433106335,4.256411538,4.261412183,5.875325591,NA,NA,6.372991098,8.801120896,46.9,NA,NA,,NA,33.6173074,11.93938856,,3.195242418,28.5,0,NA
LCA,2000,Latin America & Caribbean,Upper middle income,NA,14.07566437,12.8159581,4.256411538,-0.850377009,5.441309807,0.496170882,NA,573.1759777,-0.214947765,8.801058116,46.8,NA,NA,,NA,32.2493294,11.96367619,,3.038876411,28,0,NA
LCA,2002,Latin America & Caribbean,Upper middle income,NA,20.096372,10.048186,-0.850377009,-0.798693558,6.597890142,0.513702227,NA,536.1107542,0.312087498,8.747844589,46.7,0.69273743,0,,NA,30.60533415,11.98144675,,3.282130413,27.7,0,NA
LCA,2004,Latin America & Caribbean,Upper middle income,22.445,22.27102867,13.0016275,-0.798693558,-3.234521024,12.9673753,12.83732997,NA,488.6065642,7.648706534,8.852048547,46.7,0.695530726,0,,NA,28.68025467,11.9968998,,2.946599875,27.6,0,NA
LCA,2006,Latin America & Caribbean,Upper middle income,25.22,12.18204034,9.427092471,-3.234521024,1.59574579,16.42340365,-6.422003304,NA,491.3287709,6.832930711,8.893977497,46.6,0.695530726,0,,NA,26.68810873,12.01616438,,2.454317683,27.6,0,NA
LCA,2008,Latin America & Caribbean,Upper middle income,19.81,NA,12.79748893,1.59574579,-1.922408706,9.815456201,-5.027271618,NA,462.1817039,4.177251561,8.92166842,NA,0.674581006,0.037709497,,NA,24.86762794,12.03895492,,2.254224575,27.7,0,NA
LCA,2010,Latin America & Caribbean,Upper middle income,23.53,20.94434988,9.613570165,-1.922408706,-0.669124175,11.34397641,4.474457454,NA,420.623743,-1.698624575,8.88128634,NA,0.773743017,0.053072626,,NA,23.16722679,12.05861618,,2.097997132,28,0,NA
LCA,2012,Latin America & Caribbean,Upper middle income,NA,23.23730297,6.308147507,-0.669124175,-4.029484541,6.885065692,-6.456064797,NA,408.4259777,-1.44858863,8.856093603,NA,0.784916201,0.053072626,,NA,21.70446421,12.07159795,,2.07331499,28.7,0,NA
LCA,2014,Latin America & Caribbean,Upper middle income,NA,19.02918691,4.263472695,-4.029484541,NA,7.388382257,-0.623386962,NA,397.9590782,0.371774911,8.851398883,NA,0.786312849,0.241620112,,NA,20.3705908,12.08062846,,2.083018844,29.8,0,NA
LKA,1998,South Asia,Lower middle income,NA,4.613264123,0.027894778,-0.003066143,0.037188876,NA,NA,4,NA,4.698423046,7.427994063,44.3,NA,NA,,5,27.80862715,16.729219,,6.415567154,16.3,0,9.940663525
LKA,2000,South Asia,Lower middle income,NA,5.006362621,0.059143317,0.037188876,-0.032645259,0.510420941,0.355338873,4,546.2168451,6.00003316,7.515963874,45.4,NA,NA,,5,26.75307522,16.74162476,,7.06814459,15.8,0,10.24
LKA,2002,South Asia,Lower middle income,NA,4.358466614,0.034460322,-0.032645259,0.009925332,0.34208283,-0.384855332,3,529.3180282,3.964675686,7.524161051,46.4,0.70028169,0,,6,26.08574292,16.75673385,,7.83761501,15.3,0,10.3631452
LKA,2004,South Asia,Lower middle income,6.965,NA,0.044384194,0.009925332,-0.010868286,0.378220056,0.167418585,3,485.8119437,5.445061278,7.619741924,46.9,0.72,0,,5,25.737686,16.77187811,,7.616590559,14.9,0,10.34809796
LKA,2006,South Asia,Lower middle income,8.325,NA,0.025692499,-0.010868286,0.014677847,0.403725969,-0.057920144,2.5,495.7529014,7.6682919,7.73910179,47.2,0.72,0,,6,25.59676842,16.78695014,,7.66189597,14.5,0,10.26210145
LKA,2008,South Asia,Lower middle income,9.215,NA,0.037960979,0.014677847,0.049022541,0.399679797,0.135457675,2.5,468.7900282,5.950088145,7.847557168,46.7,0.674929577,0.021971831,,6,25.53945105,16.80205071,,7.183065977,14.3,0,10.15515218
LKA,2010,South Asia,Lower middle income,4.625,NA,0.057235072,0.049022541,-0.045478485,1.075416178,1.145261187,2.5,420.1530704,8.015959407,7.944318802,46.1,0.810140845,0.069295775,,3,25.43080617,16.8171752,,7.268533886,14.3,0,10.06
LKA,2012,South Asia,Lower middle income,3.455,NA,0.061478472,-0.045478485,-0.015258775,0.765431947,-1.22942665,2.5,400.1643944,9.144579388,8.097428649,46.4,0.830422535,0.072112676,,3,25.15661663,16.8322702,,8.766866378,14.4,0,10.00864491
LTU,1996,Europe & Central Asia,High income: nonOECD,NA,10.75507867,0.04154285,NA,0.057166619,NA,NA,NA,NA,5.149958426,8.637504032,47.9,NA,NA,,10,21.49236419,15.09689236,,0.030709201,67.3,0,9.211961406
LTU,1998,Europe & Central Asia,High income: nonOECD,NA,8.96753064,0.098305081,0.057166619,0.001603573,0.210799008,NA,NA,NA,7.467176003,8.803814416,48.5,NA,NA,,10,20.86746122,15.08226969,,0.030470552,67.2,0,9.307497987
LTU,2000,Europe & Central Asia,High income: nonOECD,NA,9.142901732,0.099712826,0.001603573,0.176137861,0.683902461,0.546938052,3,561.0176337,3.83166714,8.844132688,49,NA,NA,,10,20.03955069,15.06814095,,0.43280687,67,0,9.49
LTU,2002,Europe & Central Asia,High income: nonOECD,NA,8.729914265,0.23165432,0.176137861,-0.023935911,1.216243234,0.710643971,2.5,534.0918658,6.760749533,8.989024763,49.5,0.689988623,0,,10,18.68795275,15.0518732,,0.765130354,66.8,0,9.813907166
LTU,2004,Europe & Central Asia,High income: nonOECD,NA,9.198678224,0.279655161,-0.023935911,0.192225545,1.855434175,0.385417307,2.5,492.4060296,6.550083027,9.172016685,50.1,0.732081911,0,,10,17.38661591,15.03252051,,2.547673077,66.6,0,10.20831213
LTU,2006,Europe & Central Asia,High income: nonOECD,9.92,8.624508668,0.470144695,0.192225545,-0.052253658,1.486404486,-0.456811807,2,502.1866894,7.406444355,9.350148326,50.5,0.732081911,0,,10,16.29759743,15.00027271,,3.289718029,66.6,0,10.57175419
LTU,2008,Europe & Central Asia,High income: nonOECD,8.875,7.621773194,0.419868832,-0.052253658,0.142393626,1.850325636,0.283037198,2,480.3020478,2.628077961,9.503397093,51.2,0.723549488,0.035267349,,10,15.42029604,14.9781084,,3.271460566,66.8,0,10.82079129
LTU,2010,Europe & Central Asia,High income: nonOECD,7.475,5.922459276,0.495748927,0.142393626,0.220935801,1.707891563,-0.168935711,2,421.1167235,1.639819649,9.391400181,51.7,0.772468714,0.059158134,,10,14.76546376,14.94603551,,4.508019105,67,0,10.89
LTU,2012,Europe & Central Asia,High income: nonOECD,6.785,4.868091522,0.715140515,0.220935801,-0.190067694,0.730314737,-1.013046584,2.5,397.9570535,3.834901869,9.523763208,51.3,0.790671217,0.06996587,,10,14.55802395,14.91003885,,3.518601093,67.2,0,10.71474033
LTU,2014,Europe & Central Asia,High income: nonOECD,6.065,4.344053053,0.72940057,-0.190067694,NA,0.424233055,-0.193862085,2.5,377.4685438,3.495016165,9.611302201,51.5,0.790671217,0.26109215,,10,14.53377387,14.8913205,,4.351880051,67.2,0,10.23037227
LUX,1998,Europe & Central Asia,High income: OECD,NA,0.710801645,0,NA,NA,0,NA,5,NA,6.044651468,11.31168333,42.5,NA,NA,,10,18.83578774,12.95913832,,3.248949794,83.7,0,9.384179691
